nome;is_person;role_detail;role_group;numero_episodio
Antonio Nobili;TRUE;Carabiniere Posto Di Blocco;Cast;Romanzo criminale S01E01
Arcoscenico Due S.r.l.;FALSE;Costruzioni;Miscellaneous Companies;Romanzo criminale S01E01
Arianna Brambilla;TRUE;Aiuti Segretari di Produzione;Production Department;Romanzo criminale S01E01
Arianna De Chiara;TRUE;Team Cattleya;Additional Crew;Romanzo criminale S01E01
Arredamenti Cineteatrali GRP di Renato Postiglione & C. Snc;FALSE;Arredamento Noleggio;Miscellaneous Companies;Romanzo criminale S01E01
Artemide;FALSE;;Miscellaneous Companies;Romanzo criminale S01E01
Artigiana Arredatori;FALSE;Tappezzeria;Miscellaneous Companies;Romanzo criminale S01E01
AUGUSTUSCOLOR;FALSE;;Miscellaneous Companies;Romanzo criminale S01E01
AUGUSTUSCOLOR S.A.S.;FALSE;Laboratorio Sviluppo e Stampa;Miscellaneous Companies;Romanzo criminale S01E01
Auto in Posa di Davide Fichera;FALSE;Mezzi di Scena;Miscellaneous Companies;Romanzo criminale S01E01
Autorita Portuale Civitavecchia Fiumicino Gaeta;FALSE;Porti di Roma e del Lazio;Miscellaneous Companies;Romanzo criminale S01E01
Azienda Municipale Ambiente di Roma;FALSE;AMA S.P.A.;Miscellaneous Companies;Romanzo criminale S01E01
BARBARA PETRONIO;TRUE;SCENEGGIATURA DI;Writers;Romanzo criminale S01E01
BARBARA PETRONIO;TRUE;SOGGETTO DI;Writers;Romanzo criminale S01E01
BARBARA PETRONIO;TRUE;SOGGETTO DI SERIE DI;Writers;Romanzo criminale S01E01
BasicItalia (K-Way);FALSE;;Miscellaneous Companies;Romanzo criminale S01E01
Benedetta Anza';TRUE;Aiuti Segretari di Produzione;Production Department;Romanzo criminale S01E01
Brionvega;FALSE;;Miscellaneous Companies;Romanzo criminale S01E01
Bruno Buzzi;TRUE;Mazzocchio;Cast;Romanzo criminale S01E01
Bruno Pavoncello;TRUE;Padre Angelina;Cast;Romanzo criminale S01E01
C.M. Parati S.r.l.;FALSE;Linoleum, Moquettes, PVC;Miscellaneous Companies;Romanzo criminale S01E01
Carla De Luca;TRUE;On-Line;Editorial Department;Romanzo criminale S01E01
Carlo Gagliardi;TRUE;Amministratore;Production Finance and Accounting;Romanzo criminale S01E01
Carlo Passari;TRUE;Operatore di Macchina Aggiunto;Camera and Electrical Department;Romanzo criminale S01E01
Carlo Quattrone;TRUE;Effetti Speciali;Special Effects;Romanzo criminale S01E01
Carlo Rossi;TRUE;Secondino Amico;Cast;Romanzo criminale S01E01
Carolina Rubino;TRUE;Commessa Boutique Lingerie;Cast;Romanzo criminale S01E01
Cattleya;FALSE;;Production Companies;Romanzo criminale S01E01
Cattleya S.p.A.;FALSE;Copyright 2008;Production Companies;Romanzo criminale S01E01
CDL;FALSE;Doppiaggio;Miscellaneous Companies;Romanzo criminale S01E01
Centro Copie Cervialto S.r.l.;FALSE;Stampati Elaborazioni Grafiche;Miscellaneous Companies;Romanzo criminale S01E01
Cesare Apolito;TRUE;Tecnico Scientifica;Cast;Romanzo criminale S01E01
Cesare Guarino;TRUE;Capi Squadra Macchinisti;Camera and Electrical Department;Romanzo criminale S01E01
Chiara Francini;TRUE;Ilaria;Cast;Romanzo criminale S01E01
Chubb Insurance Company Of Europe S.A.;FALSE;Assicurazione;Miscellaneous Companies;Romanzo criminale S01E01
Cine 800 S.r.l.;FALSE;Arredamento Noleggio;Miscellaneous Companies;Romanzo criminale S01E01
Cine Art;FALSE;Arredamento Noleggio;Miscellaneous Companies;Romanzo criminale S01E01
CineArs S.r.l.;FALSE;Stucchi Plastiche Resine;Miscellaneous Companies;Romanzo criminale S01E01
Cinzia D' Ubaldi;TRUE;Duplicazioni;Editorial Department;Romanzo criminale S01E01
Cinzia Micozzi;TRUE;Team Cattleya;Additional Crew;Romanzo criminale S01E01
Claudia Croce;TRUE;Team Cattleya;Additional Crew;Romanzo criminale S01E01
Claudia Passeri;TRUE;Team Cattleya;Additional Crew;Romanzo criminale S01E01
Claudio Ricci;TRUE;Macchinisti;Camera and Electrical Department;Romanzo criminale S01E01
CLAUDIO SPADARO;TRUE;;Cast;Romanzo criminale S01E01
Clinique;FALSE;Si ringrazia Clinique per la fornitura dei prodotti di Makeup per i personaggi della serie televisiva;Miscellaneous Companies;Romanzo criminale S01E01
Comune di Roma Dipartimento IV Politiche Culturali II U.O. - Ufficio Cinema;FALSE;La Produzione ringrazia:;Miscellaneous Companies;Romanzo criminale S01E01
Cristiana Ricceri;TRUE;I Assistente Costumista;Costume and Wardrobe Department;Romanzo criminale S01E01
Cristina Capone;TRUE;Assistenti Operatori Aggiunti;Camera and Electrical Department;Romanzo criminale S01E01
Cruise Roma Terminal;FALSE;;Miscellaneous Companies;Romanzo criminale S01E01
DANIELA VIRGILIO;TRUE;;Cast;Romanzo criminale S01E01
DANIELE CESARANO;TRUE;SCENEGGIATURA DI;Writers;Romanzo criminale S01E01
DANIELE CESARANO;TRUE;SOGGETTO DI;Writers;Romanzo criminale S01E01
DANIELE CESARANO;TRUE;SOGGETTO DI SERIE DI;Writers;Romanzo criminale S01E01
Daniele Massa;TRUE;Team Cattleya;Additional Crew;Romanzo criminale S01E01
Daniele Neroni;TRUE;Aiuto Attrezzista di Scena;Art Department;Romanzo criminale S01E01
DANILO NIGRELLI;TRUE;;Cast;Romanzo criminale S01E01
DARIO D'AMBROSI;TRUE;;Cast;Romanzo criminale S01E01
Dario Tosti;TRUE;Elettricisti;Camera and Electrical Department;Romanzo criminale S01E01
Davide De Ioannon;TRUE;Aiuto Attrezzisti di Preparazione;Art Department;Romanzo criminale S01E01
Debbie Carmichael;TRUE;;Thanks;Romanzo criminale S01E01
Delia Tiare De Laurentiis;TRUE;Aiuto Scenografo;Art Department;Romanzo criminale S01E01
Dino Lollobrigida;TRUE;Duplicazioni;Editorial Department;Romanzo criminale S01E01
DOLBY SURROUND;FALSE;;Miscellaneous Companies;Romanzo criminale S01E01
E. Rancati S.r.l.;FALSE;Arredamento Noleggio;Miscellaneous Companies;Romanzo criminale S01E01
Eco Consult S.r.l.;FALSE;Sicurezza sul Lavoro;Miscellaneous Companies;Romanzo criminale S01E01
EDOARDO LEO;TRUE;;Cast;Romanzo criminale S01E01
EDOARDO PESCE;TRUE;;Cast;Romanzo criminale S01E01
E-Left Studio (Roma);FALSE;Registrazioni e missaggi;Miscellaneous Companies;Romanzo criminale S01E01
Eleonora Bordonaro;TRUE;Eseguite da;Music Department;Romanzo criminale S01E01
Eleonora Piemontese;TRUE;Post Produzione;Editorial Department;Romanzo criminale S01E01
Elisa Boltri;TRUE;Team Cattleya;Additional Crew;Romanzo criminale S01E01
Elisa Della Valentina;TRUE;Attricetta;Cast;Romanzo criminale S01E01
Elisabetta Buccianelli;TRUE;Direzione del Doppiaggio;Dubbing;Romanzo criminale S01E01
Emanuela Scarpa;TRUE;Fotografo di Scena;Camera and Electrical Department;Romanzo criminale S01E01
Emanuele Bosi;TRUE;Neofascista Giuseppe 1;Cast;Romanzo criminale S01E01
Emiliano Novelli;TRUE;Stuntmen;Stunts;Romanzo criminale S01E01
Enrico Bellisari;TRUE;Direttore Riformatorio;Cast;Romanzo criminale S01E01
Enrico Rosati;TRUE;Regia II Unita;Second Unit Directors or Assistant Directors;Romanzo criminale S01E01
Enzo - Bracciano - Roma;FALSE;Abbigliamento Noleggio;Miscellaneous Companies;Romanzo criminale S01E01
Erica Negri;TRUE;Team Cattleya;Additional Crew;Romanzo criminale S01E01
Erminio Lauri;TRUE;Telecinema Giornalieri;Editorial Department;Romanzo criminale S01E01
Eva Nolo S.r.l.;FALSE;Noleggio Piattaforme Aeree;Miscellaneous Companies;Romanzo criminale S01E01
FABIO CAMILLI;TRUE;;Cast;Romanzo criminale S01E01
Fabio Carla';TRUE;Aiuti Segretari di Produzione;Production Department;Romanzo criminale S01E01
Fabio Mancini;TRUE;Poliziotto Olivetti;Cast;Romanzo criminale S01E01
Fabio Peschisolido;TRUE;Team Cattleya;Additional Crew;Romanzo criminale S01E01
Fabrizio Peduzzi;TRUE;Autisti;Transportation Department;Romanzo criminale S01E01
Fabrizio Rendina;TRUE;Propietario Sfascio;Cast;Romanzo criminale S01E01
FAUSTO MARIA SCIARAPPA;TRUE;;Cast;Romanzo criminale S01E01
FAUSTO PARAVIDINO;TRUE;;Cast;Romanzo criminale S01E01
Federica Nisi;TRUE;Digital Artist;Visual Effects;Romanzo criminale S01E01
Federico Torre;TRUE;Don Mimmo O' Ragioniere;Cast;Romanzo criminale S01E01
Felice de Falco;TRUE;Eseguite da;Music Department;Romanzo criminale S01E01
Ferrovie dello Stato S.P.A.;FALSE;;Miscellaneous Companies;Romanzo criminale S01E01
Fiorella Di Mambro;TRUE;Segretarie di Edizione;Script and Continuity Department;Romanzo criminale S01E01
Firminio Pasquali;TRUE;Responsabile Amministrativo Cattleya;Additional Crew;Romanzo criminale S01E01
Flavio Domenici;TRUE;Primo Detenuto Mensa;Cast;Romanzo criminale S01E01
Flipper Srl;FALSE;Edizioni Musicali;Miscellaneous Companies;Romanzo criminale S01E01
Flos;FALSE;;Miscellaneous Companies;Romanzo criminale S01E01
Francesca Aschettino;TRUE;II Assistente alla Regia;Second Unit Directors or Assistant Directors;Romanzo criminale S01E01
Francesca Campanella;TRUE;Sarta;Costume and Wardrobe Department;Romanzo criminale S01E01
Francesco Gisotti;TRUE;Assistente Borgia;Cast;Romanzo criminale S01E01
Francesco Marino;TRUE;Cameriere Ristorante Bufalo;Cast;Romanzo criminale S01E01
FRANCESCO MONTANARI;TRUE;CON;Cast;Romanzo criminale S01E01
Francesco Sabelli;TRUE;Coordinatore Effetti Speciali;Special Effects;Romanzo criminale S01E01
Francesco Scaramella;TRUE;Parrucchiere Aggiunto;Makeup Department;Romanzo criminale S01E01
Francesco Spadoni;TRUE;Revival;Additional Crew;Romanzo criminale S01E01
Franco Bottone;TRUE;Fabio Corbucci;Cast;Romanzo criminale S01E01
Fulvia Roverselli;TRUE;II Assistente Costumista;Costume and Wardrobe Department;Romanzo criminale S01E01
Fulvio Pepe;TRUE;Rizzo;Cast;Romanzo criminale S01E01
Fulvio Zucconi;TRUE;Parrucchieri;Makeup Department;Romanzo criminale S01E01
Gabriele Stucchi;TRUE;Team Cattleya;Additional Crew;Romanzo criminale S01E01
Gabriella Giannattasio;TRUE;Assistente;Additional Crew;Romanzo criminale S01E01
Gaetano Giordano;TRUE;Cannizzaro 1;Cast;Romanzo criminale S01E01
Gaia Insenga;TRUE;Donatella Moglie Angioletto;Cast;Romanzo criminale S01E01
Gaia Mandarano;TRUE;Aiuto ai Costumi;Costume and Wardrobe Department;Romanzo criminale S01E01
Galli Costruzioni Scenografiche S.r.l.;FALSE;Costruzioni;Miscellaneous Companies;Romanzo criminale S01E01
Germana Di Giannicola;TRUE;Moglie Gerardo;Cast;Romanzo criminale S01E01
Giada Giannecchini;TRUE;Marketing;Additional Crew;Romanzo criminale S01E01
Giampiero Comanducci;TRUE;Stunt Driver;Stunts;Romanzo criminale S01E01
Giancarlo Carbonaro;TRUE;Attrezzista di Preparazione;Art Department;Romanzo criminale S01E01
GIANCARLO DE CATALDO;TRUE;EDITING DI;Editors;Romanzo criminale S01E01
GIANCARLO DE CATALDO;TRUE;SOGGETTO DI SERIE DI;Writers;Romanzo criminale S01E01
GIANCARLO DE CATALDO;TRUE;TRATTO DALL'OMONIMO ROMANZO DI;Writers;Romanzo criminale S01E01
Giancarlo Gori;TRUE;Contadino Checco;Cast;Romanzo criminale S01E01
Gianfilippo Spoletini;TRUE;A.O.S.M.;Second Unit Directors or Assistant Directors;Romanzo criminale S01E01
Gianluca Bombardone;TRUE;Assistenti Operatore II Unita;Camera and Electrical Department;Romanzo criminale S01E01
Gianluca Leoncini;TRUE;Team Cattleya;Additional Crew;Romanzo criminale S01E01
Gianluca Pennestri;TRUE;Assistenti Operatore II Unita;Camera and Electrical Department;Romanzo criminale S01E01
Gigi Catering S.r.l.;FALSE;Catering;Miscellaneous Companies;Romanzo criminale S01E01
GINA GARDINI;TRUE;PRODUTTORE DELEGATO;Producers;Romanzo criminale S01E01
Gino Manfredi;TRUE;Speaker 1 Radio / Video Tg;Cast;Romanzo criminale S01E01
Giorgia Pellegrini;TRUE;Coordinatrice di Produzione;Production Department;Romanzo criminale S01E01
Giorgio Abbruzzetti;TRUE;II Assistente Operatore;Camera and Electrical Department;Romanzo criminale S01E01
Giorgio Antonini;TRUE;Stuntmen;Stunts;Romanzo criminale S01E01
GIORGIO CAPUTO;TRUE;;Cast;Romanzo criminale S01E01
Giovanni Balestra;TRUE;Spacciatore Testaccio;Cast;Romanzo criminale S01E01
Giovanni Battista Squillace;TRUE;Gruppista;Camera and Electrical Department;Romanzo criminale S01E01
Giovanni Bove;TRUE;Autisti;Transportation Department;Romanzo criminale S01E01
Giovanni Galasso;TRUE;Operatore di Macchina II Unita;Camera and Electrical Department;Romanzo criminale S01E01
Giovanni Guardiano;TRUE;Mancuso;Cast;Romanzo criminale S01E01
Giovanni La Gorga;TRUE;Speaker 2 Radio;Cast;Romanzo criminale S01E01
Giovanni Paris;TRUE;Microfonista II Unita;Sound Department;Romanzo criminale S01E01
GIOVANNI STABILINI;TRUE;PRODOTTO DA;Producers;Romanzo criminale S01E01
GIULIO EINAUDI EDITORE S.P.A;FALSE;EDITO DA;Miscellaneous Companies;Romanzo criminale S01E01
Giuseppe Antonelli;TRUE;Elettricisti;Camera and Electrical Department;Romanzo criminale S01E01
Giuseppe Balzano;TRUE;Aiuti Segretari di Produzione;Production Department;Romanzo criminale S01E01
Giuseppe Lucania;TRUE;Eseguite da;Music Department;Romanzo criminale S01E01
Giuseppe Sasso;TRUE;Dirette da;Music Department;Romanzo criminale S01E01
Giuseppina Cascegna;TRUE;Team Cattleya;Additional Crew;Romanzo criminale S01E01
Graziano Falzone;TRUE;On-Line;Editorial Department;Romanzo criminale S01E01
Graziano Falzone;TRUE;Titoli;Visual Effects;Romanzo criminale S01E01
Greta Scarano;TRUE;Angelina;Cast;Romanzo criminale S01E01
Gruppo Ferrovie dello Stato;FALSE;RFI - Rete Ferroviaria Italiana;Miscellaneous Companies;Romanzo criminale S01E01
Icol S.r.l.;FALSE;Materiale a Consumo Macchinisti;Miscellaneous Companies;Romanzo criminale S01E01
'Il Messaggero';FALSE;;Miscellaneous Companies;Romanzo criminale S01E01
Ilary Rossi;TRUE;Segretaria Edizione II Unita;Script and Continuity Department;Romanzo criminale S01E01
Inese Briede;TRUE;Team Cattleya;Additional Crew;Romanzo criminale S01E01
Irma Basile;TRUE;Team Cattleya;Additional Crew;Romanzo criminale S01E01
Ivan Casalgrandi;TRUE;Operatore di macchina;Camera and Electrical Department;Romanzo criminale S01E01
Ivan Casalgrandi;TRUE;Operatore di Macchina;Camera and Electrical Department;Romanzo criminale S01E01
IVANO DE MATTEO;TRUE;;Cast;Romanzo criminale S01E01
Ivano Poveromo;TRUE;Capo Trasporti;Transportation Department;Romanzo criminale S01E01
JESUS EMILIANO COLTORTI;TRUE;;Cast;Romanzo criminale S01E01
Joshua Berman;TRUE;Responsabile Edizioni Musicali;Music Department;Romanzo criminale S01E01
Karen Hassan;TRUE;Responsabile Marketing;Additional Crew;Romanzo criminale S01E01
Katrin Vitrova;TRUE;Prostituta Slava;Cast;Romanzo criminale S01E01
Kent Insurance Broker S.r.l.;FALSE;Assicurazione;Miscellaneous Companies;Romanzo criminale S01E01
Kodak;FALSE;;Miscellaneous Companies;Romanzo criminale S01E01
Kodak S.p.A.;FALSE;Pellicola;Miscellaneous Companies;Romanzo criminale S01E01
Laura Gallo;TRUE;Assistente al Montaggio;Editorial Department;Romanzo criminale S01E01
Laura Muccino;TRUE;Casting;Casting Directors;Romanzo criminale S01E01
Le Terrazze del Presidente;FALSE;;Miscellaneous Companies;Romanzo criminale S01E01
Leonardo Sbragia;TRUE;Nicola Costantini;Cast;Romanzo criminale S01E01
LEONARDO VALENTI;TRUE;SCENEGGIATURA DI;Writers;Romanzo criminale S01E01
LEONARDO VALENTI;TRUE;SOGGETTO DI;Writers;Romanzo criminale S01E01
LEONARDO VALENTI;TRUE;SOGGETTO DI SERIE DI;Writers;Romanzo criminale S01E01
Liliana Stanziani;TRUE;Anna Maria Moresi;Cast;Romanzo criminale S01E01
Lina Cardillo;TRUE;Per EMI Music Publishing Italia Srl.;Music Department;Romanzo criminale S01E01
Linda Chang;TRUE;Lin Pin;Cast;Romanzo criminale S01E01
Lino Vittozzi;TRUE;Aiuti Segretari di Produzione;Production Department;Romanzo criminale S01E01
Liviu Ciprian Suhar;TRUE;Aiuto Operatore;Camera and Electrical Department;Romanzo criminale S01E01
L'Officina S.a.s. di Alberto Ronci;FALSE;Attrezzeria e Sartoria;Miscellaneous Companies;Romanzo criminale S01E01
Lorenzo Battisti;TRUE;Aiuti Segretari di Produzione;Production Department;Romanzo criminale S01E01
Lorenzo Gioielli;TRUE;Padre Freddo;Cast;Romanzo criminale S01E01
Lorenzo Peluso;TRUE;Collaborazione al Montaggio;Editorial Department;Romanzo criminale S01E01
LORENZO RENZI;TRUE;;Cast;Romanzo criminale S01E01
Loris Felici;TRUE;Elettricisti;Camera and Electrical Department;Romanzo criminale S01E01
Lovable - Branded Apparel Italia;FALSE;;Miscellaneous Companies;Romanzo criminale S01E01
Luca Bagagli;TRUE;Eseguite da;Music Department;Romanzo criminale S01E01
Luca Chiarini Petrelli;TRUE;Aiuto Attrezzisti;Camera and Electrical Department;Romanzo criminale S01E01
Luca Novelli;TRUE;Fonico Aggiunto;Sound Department;Romanzo criminale S01E01
Luca Paniconi;TRUE;Sergio Garzone Bar '66;Cast;Romanzo criminale S01E01
Luca Proietti;TRUE;Telecinema Giornalieri;Editorial Department;Romanzo criminale S01E01
Luca Venantini;TRUE;Fabio Santini;Cast;Romanzo criminale S01E01
Lucio Patane';TRUE;Fabio Franchi;Cast;Romanzo criminale S01E01
Luigi Casale;TRUE;Fonico di Mix;Dubbing_Sound;Romanzo criminale S01E01
Luigi Fileni;TRUE;Autisti;Transportation Department;Romanzo criminale S01E01
Lula Sarchioni;TRUE;Per EMI Music Publishing Italia Srl.;Music Department;Romanzo criminale S01E01
Luz Beatriz Lattanzi;TRUE;Angela Donna Puma;Cast;Romanzo criminale S01E01
Magdalena Paula Grassi;TRUE;II Assistente Costumista;Costume and Wardrobe Department;Romanzo criminale S01E01
Magneti Marelli;FALSE;;Miscellaneous Companies;Romanzo criminale S01E01
Man Service S.n.c.;FALSE;Previsioni Meteo;Miscellaneous Companies;Romanzo criminale S01E01
Manuela Zero;TRUE;Prostituta 2;Cast;Romanzo criminale S01E01
Marco Aureli;TRUE;II Attrezzista di Preparazione;Art Department;Romanzo criminale S01E01
Marco Bianco;TRUE;Team Cattleya;Additional Crew;Romanzo criminale S01E01
MARCO BOCCI;TRUE;;Cast;Romanzo criminale S01E01
MARCO CHIMENZ;TRUE;PRODOTTO DA;Producers;Romanzo criminale S01E01
Marco Di Folco;TRUE;Spacciatore Terribile;Cast;Romanzo criminale S01E01
MARCO GIALLINI;TRUE;E CON LA PARTECIPAZIONE DI;Cast;Romanzo criminale S01E01
Marco Giliberti;TRUE;Colorist;Color Department;Romanzo criminale S01E01
Marco Laurenzano;TRUE;Speaker Radio Libera;Cast;Romanzo criminale S01E01
Marco Moroni;TRUE;Capi Squadra Macchinisti;Camera and Electrical Department;Romanzo criminale S01E01
Marco Puglia;TRUE;Dandi 12 anni;Cast;Romanzo criminale S01E01
Maricetta Lombardo;TRUE;Suono in Presa Diretta;Sound Department;Romanzo criminale S01E01
Marina Giorgi;TRUE;Team Cattleya;Additional Crew;Romanzo criminale S01E01
Mario Fileni;TRUE;Autisti;Transportation Department;Romanzo criminale S01E01
Mario Michisanti;TRUE;Truccatore Aggiunto;Makeup Department;Romanzo criminale S01E01
Mario Pizzuti;TRUE;Acting Coach;Additional Crew;Romanzo criminale S01E01
Marzia Kronauer;TRUE;Ufficio Stampa Sky Tv;Publicity;Romanzo criminale S01E01
Massimiliano Camaiti;TRUE;Regia II Unita;Second Unit Directors or Assistant Directors;Romanzo criminale S01E01
Massimiliano Ricci;TRUE;Assistente Operatore;Camera and Electrical Department;Romanzo criminale S01E01
Massimiliano Russo;TRUE;per auto di scena;Thanks;Romanzo criminale S01E01
Massimiliano Sassi;TRUE;Medico Legale Modena;Cast;Romanzo criminale S01E01
Massimiliano Ubaldi;TRUE;Stuntmen;Stunts;Romanzo criminale S01E01
MASSIMO DE FRANCOVICH;TRUE;E CON;Cast;Romanzo criminale S01E01
Massimo Diamanti;TRUE;Macchinisti;Camera and Electrical Department;Romanzo criminale S01E01
Massimo Gattobigio;TRUE;Macchinisti;Camera and Electrical Department;Romanzo criminale S01E01
Massimo Marino;TRUE;Fonico Doppiaggio;Dubbing_Sound;Romanzo criminale S01E01
Massimo Papini;TRUE;Attrezzista di Scena;Art Department;Romanzo criminale S01E01
Massimo Tola;TRUE;Aiuto Attrezzisti di Preparazione;Art Department;Romanzo criminale S01E01
MATTEO DE LAURENTIIS;TRUE;PRODUTTORE ESECUTIVO CATTLEYA;Producers;Romanzo criminale S01E01
Maurizia Tranchina;TRUE;Permessi Minori;Production Department;Romanzo criminale S01E01
Maurizio Ghedin;TRUE;Venditore Porsche;Cast;Romanzo criminale S01E01
Maurizio Leonardi;TRUE;Arredatore;Set Decorators;Romanzo criminale S01E01
Maurizio Lupi;TRUE;Parrucchieri;Makeup Department;Romanzo criminale S01E01
Maurizio Mosetti;TRUE;Fringuello;Cast;Romanzo criminale S01E01
Mauro Albanese;TRUE;Vfx compositor;Visual Effects;Romanzo criminale S01E01
Mauro Bomba;TRUE;Pittori;Art Department;Romanzo criminale S01E01
Mauro Cremonini;TRUE;Uomo 50 Anni;Cast;Romanzo criminale S01E01
Mauro Fagiani;TRUE;Eseguite da;Music Department;Romanzo criminale S01E01
Mauro Maccari;TRUE;Vfx compositor;Visual Effects;Romanzo criminale S01E01
MAURO MECONI;TRUE;;Cast;Romanzo criminale S01E01
Mauro Santopietro;TRUE;Angioletto;Cast;Romanzo criminale S01E01
Melania Esposito;TRUE;Eseguite da;Music Department;Romanzo criminale S01E01
Melissa Strizzi;TRUE;Segretarie di Edizione;Script and Continuity Department;Romanzo criminale S01E01
Michele Pellegrini;TRUE;Elettricisti;Camera and Electrical Department;Romanzo criminale S01E01
